label,Beacon_1,Beacon_2,Beacon_3,Beacon_4,Beacon_5,Beacon_7
1001,0.528301887,0.490566038,0.698113208,0.679245283,0.849056604,0.433962264
1001,0.528301887,0.509433962,0.547169811,0.679245283,0.924528302,0.433962264
1001,0.528301887,0.509433962,0.547169811,0.679245283,0.924528302,0.490566038
1001,0.41509434,0.509433962,0.547169811,0.679245283,0.886792453,0.150943396
1001,0.433962264,0.41509434,0.547169811,0.603773585,0.943396226,0.566037736
1001,0.433962264,0.566037736,0.528301887,0.603773585,0.924528302,0.452830189
1001,0.433962264,0.566037736,0.509433962,0.320754717,0.924528302,0.264150943
1001,0.509433962,0.471698113,0.566037736,0.188679245,0.905660377,0.490566038
1001,0.283018868,0.471698113,0.735849057,0.490566038,0.962264151,0.396226415
1001,0.320754717,0.471698113,0.528301887,0.490566038,0.962264151,0.377358491
1001,0.528301887,0.471698113,0.622641509,0.58490566,0.962264151,0.339622642
1001,0.528301887,0.58490566,0.79245283,0.509433962,0.905660377,0.396226415
1001,0.264150943,0.603773585,0.566037736,0.698113208,0.886792453,0.528301887
1001,0.490566038,0.528301887,0.566037736,0.20754717,0.943396226,0.452830189
1001,0.490566038,0.566037736,0.566037736,0.566037736,0.886792453,0.377358491
1001,0.490566038,0.58490566,0.490566038,0.679245283,0.886792453,0.452830189
1001,0.509433962,0.490566038,0.867924528,0.377358491,0.943396226,0.452830189
1001,0.528301887,0.547169811,0.867924528,0.377358491,0.830188679,0.396226415
1001,0.301886792,0.603773585,0.641509434,0.698113208,0.886792453,0.320754717
1001,0.339622642,0.566037736,0.79245283,0.716981132,0.886792453,0.509433962
1001,0.547169811,0.566037736,0.264150943,0.603773585,0.849056604,0.41509434
1001,0.41509434,0.566037736,0.509433962,0.566037736,0.830188679,0.226415094
1001,0.41509434,0.566037736,0.773584906,0.698113208,0.943396226,0.433962264
1001,0.452830189,0.566037736,0.528301887,0.509433962,0.943396226,0.433962264
1001,0.433962264,0.603773585,0.528301887,0.509433962,0.849056604,0.301886792
101,0.641509434,0.603773585,0.377358491,0.377358491,0.603773585,0.377358491
101,0.754716981,0.660377358,0.679245283,0.377358491,0.603773585,0.41509434
101,0.754716981,0.679245283,0.471698113,0.641509434,0.660377358,0.301886792
101,0.754716981,0.754716981,0.433962264,0.433962264,0.528301887,0.301886792
101,0.79245283,0.679245283,0.660377358,0.452830189,0.566037736,0.396226415
101,0.79245283,0.58490566,0.660377358,0.622641509,0.566037736,0.320754717
101,0.79245283,0.735849057,0.452830189,0.452830189,0.452830189,0.377358491
101,0.79245283,0.735849057,0.377358491,0.433962264,0.490566038,0.377358491
101,0.811320755,0.735849057,0.641509434,0.622641509,0.58490566,0.320754717
101,0.830188679,0.660377358,0.433962264,0.622641509,0.641509434,0.358490566
101,0.830188679,0.660377358,0.433962264,0.320754717,0.452830189,0.396226415
101,0.79245283,0.754716981,0.377358491,0.320754717,0.452830189,0.396226415
101,0.79245283,0.754716981,0.679245283,0.452830189,0.622641509,0.396226415
101,0.754716981,0.58490566,0.433962264,0.452830189,0.622641509,0.339622642
101,0.849056604,0.735849057,0.41509434,0.433962264,0.622641509,0.377358491
101,0.754716981,0.735849057,0.41509434,0.433962264,0.660377358,0.320754717
101,0.830188679,0.547169811,0.698113208,0.452830189,0.660377358,0.320754717
101,0.830188679,0.735849057,0.452830189,0.528301887,0.528301887,0.320754717
101,0.679245283,0.566037736,0.490566038,0.528301887,0.528301887,0.320754717
101,0.679245283,0.641509434,0.641509434,0.58490566,0.528301887,0.245283019
101,0.849056604,0.735849057,0.471698113,0.490566038,0.547169811,0.377358491
101,0.849056604,0.735849057,0.339622642,0.622641509,0.566037736,0.339622642
101,0.79245283,0.698113208,0.679245283,0.622641509,0.641509434,0.358490566
101,0.79245283,0.528301887,0.433962264,0.377358491,0.509433962,0.339622642
1011,0.264150943,0.660377358,0.358490566,0.735849057,0.320754717,0.339622642
1011,0.264150943,0.660377358,0.358490566,0.735849057,0.433962264,0.339622642
1011,0.245283019,0.660377358,0.358490566,0.735849057,0.433962264,0.660377358
1011,0.245283019,0.377358491,0.339622642,0.830188679,0.509433962,0.58490566
1011,0.245283019,0.377358491,0.339622642,0.660377358,0.358490566,0.603773585
1011,0.245283019,0.603773585,0.339622642,0.660377358,0.509433962,0.603773585
1011,0.377358491,0.566037736,0.339622642,0.660377358,0.509433962,0.603773585
1011,0.377358491,0.566037736,0.226415094,0.660377358,0.339622642,0.603773585
1011,0.377358491,0.603773585,0.566037736,0.660377358,0.339622642,0.58490566
1011,0.377358491,0.603773585,0.339622642,0.79245283,0.377358491,0.679245283
1011,0.283018868,0.41509434,0.339622642,0.79245283,0.377358491,0.698113208
1011,0.339622642,0.641509434,0.566037736,0.716981132,0.490566038,0.509433962
1011,0.377358491,0.641509434,0.245283019,0.811320755,0.41509434,0.716981132
1011,0.339622642,0.58490566,0.245283019,0.849056604,0.528301887,0.660377358
1011,0.377358491,0.58490566,0.226415094,0.716981132,0.528301887,0.58490566
1011,0.377358491,0.41509434,0.566037736,0.811320755,0.528301887,0.698113208
1011,0.377358491,0.58490566,0.320754717,0.735849057,0.528301887,0.716981132
1011,0.377358491,0.603773585,0.339622642,0.754716981,0.433962264,0.509433962
1011,0.283018868,0.603773585,0.283018868,0.754716981,0.301886792,0.509433962
1011,0.377358491,0.660377358,0.528301887,0.735849057,0.433962264,0.509433962
1011,0.358490566,0.58490566,0.41509434,0.754716981,0.433962264,0.603773585
1011,0.358490566,0.377358491,0.41509434,0.830188679,0.452830189,0.716981132
1011,0.358490566,0.679245283,0.471698113,0.698113208,0.471698113,0.716981132
1011,0.358490566,0.679245283,0.41509434,0.79245283,0.528301887,0.716981132
1011,0.358490566,0.660377358,0.41509434,0.811320755,0.433962264,0.622641509
102,0.339622642,0.622641509,0.641509434,0.641509434,0.433962264,0.301886792
102,0.339622642,0.509433962,0.641509434,0.547169811,0.547169811,0.075471698
102,0.698113208,0.509433962,0.641509434,0.716981132,0.41509434,0.075471698
102,0.660377358,0.509433962,0.566037736,0.58490566,0.41509434,0.377358491
102,0.660377358,0.452830189,0.566037736,0.566037736,0.41509434,0.377358491
102,0.716981132,0.377358491,0.471698113,0.58490566,0.452830189,0.113207547
102,0.528301887,0.528301887,0.547169811,0.58490566,0.471698113,0.113207547
